ID,latitude,longitude,State,Median.electricity.bill.by.State,Habitual.electricity.bill.by.State,O,C,E,A,N,Exploratory.Tasks,Challenges,Social.Competition,Social.Network,Unlockable.Content
210,20.72,-103.4, Jalisco,143.5,96-200 $ MXN,0.9,0.68,0.44,0.78,0.62,Yes,No,No,Yes,No
211,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.86,0.34,0.62,0.88,Yes,Yes,No,No,Yes
212,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.52,0.66,0.62,0.34,Yes,No,No,No,No
213,32.05,-115.91, Baja California,267,197.5-400 $ MXN,0.8,0.52,0.48,0.56,0.66,Yes,No,No,No,No
214,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.6,0.82,0.4,0.64,0.8,No,Yes,No,No,Yes
215,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.92,0.28,0.9,0.56,Yes,Yes,No,Yes,No
216,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.42,0.36,0.38,0.92,Yes,No,No,No,Yes
217,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.58,0.5,0.84,0.72,Yes,No,No,Yes,Yes
218,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.84,0.66,0.46,0.74,0.58,Yes,No,No,Yes,No
219,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.68,0.54,0.74,0.5,Yes,No,No,Yes,No
220,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.78,0.48,0.76,0.3,0.48,Yes,No,Yes,No,No
221,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.68,0.3,0.58,0.44,Yes,No,No,No,No
222,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.68,0.48,0.72,0.54,Yes,No,No,Yes,No
223,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.88,0.7,0.92,0.96,0.36,Yes,Yes,Yes,Yes,No
224,20.67,-103.33, Jalisco,143.5,96-200 $ MXN,0.96,0.7,0.6,0.36,0.52,Yes,Yes,No,No,No
226,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.78,0.82,0.92,0.56,Yes,Yes,Yes,Yes,No
227,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.76,0.44,0.68,0.68,Yes,Yes,No,No,No
228,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.5,0.58,0.76,0.5,Yes,No,No,Yes,No
229,19.2,-96.13, Veracruz,220,139-285 $ MXN,0.74,0.78,0.48,0.64,0.46,Yes,Yes,No,No,No
230,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.58,0.76,0.78,0.74,Yes,No,Yes,Yes,Yes
231,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.92,1,0.92,0.8,0.54,Yes,Yes,Yes,Yes,No
232,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.82,0.54,0.86,0.64,No,Yes,No,Yes,No
233,25.82,-100.33, Nuevo Leon,284,150-323 $ MXN,1,0.54,0.32,0.92,0.84,Yes,No,No,Yes,Yes
234,20.67,-103.33, Jalisco,143.5,96-200 $ MXN,0.78,0.42,0.76,0.78,0.56,Yes,No,Yes,Yes,No
235,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.86,0.32,0.42,0.82,0.74,Yes,No,No,Yes,Yes
236,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.74,0.74,0.8,0.34,Yes,Yes,Yes,Yes,No
237,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.56,0.66,0.8,0.52,Yes,No,No,Yes,No
238,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,1,0.68,1,0.8,0.36,Yes,No,Yes,Yes,No
239,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.82,0.38,0.74,0.46,Yes,Yes,No,Yes,No
240,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.56,0.64,0.94,0.76,Yes,No,No,Yes,Yes
241,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.94,0.46,0.58,0.7,0.58,Yes,No,No,Yes,No
242,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.8,0.46,0.6,0.8,0.62,Yes,No,No,Yes,No
243,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.9,0.6,0.46,0.66,0.72,Yes,No,No,No,Yes
244,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.94,0.72,0.4,0.52,0.64,Yes,Yes,No,No,No
245,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.6,0.46,0.82,0.68,Yes,No,No,Yes,No
246,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.74,0.62,0.92,0.76,Yes,Yes,No,Yes,Yes
247,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.48,0.62,0.66,0.58,Yes,No,No,No,No
248,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.88,0.52,0.72,0.82,0.74,Yes,No,Yes,Yes,Yes
249,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,1,0.7,0.4,0.5,0.68,Yes,Yes,No,No,No
250,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.44,0.24,0.74,0.46,Yes,No,No,Yes,No
251,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.56,0.86,0.86,0.72,Yes,No,Yes,Yes,Yes
252,20.6,-89.21, Yucatan,233,129.5-491.25 $ MXN,0.88,0.74,0.58,0.84,0.66,Yes,Yes,No,Yes,No
253,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.66,0.44,0.48,0.58,0.8,No,No,No,No,Yes
254,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.72,0.8,0.76,0.48,Yes,Yes,Yes,Yes,No
255,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,1,0.66,0.8,0.56,0.76,Yes,No,Yes,No,Yes
256,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.8,0.8,0.72,0.96,0.4,Yes,Yes,Yes,Yes,No
257,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.94,0.8,0.46,0.6,0.66,Yes,Yes,No,No,No
258,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.64,0.3,0.68,0.46,Yes,No,No,No,No
259,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.76,0.48,0.52,0.58,0.68,Yes,No,No,No,No
261,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.58,0.62,0.7,0.64,Yes,No,No,Yes,No
262,20.48,-99.92, Queretaro,180,110-260 $ MXN,0.78,0.64,0.52,0.88,0.62,Yes,No,No,Yes,No
263,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.44,1,0.88,0.7,Yes,No,Yes,Yes,Yes
264,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.8,0.66,0.84,0.34,No,Yes,No,Yes,No
265,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.42,0.3,0.7,0.88,Yes,No,No,Yes,Yes
266,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.86,0.6,0.62,0.9,0.64,Yes,No,No,Yes,No
267,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.88,0.58,0.72,0.76,0.76,Yes,No,Yes,Yes,Yes
268,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.44,0.24,0.34,0.82,Yes,No,No,No,Yes
269,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.86,0.86,0.42,0.74,0.46,Yes,Yes,No,Yes,No
270,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.78,0.52,0.2,0.44,0.6,Yes,No,No,No,No
271,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.74,0.68,0.6,0.46,Yes,Yes,No,No,No
272,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.88,0.62,0.82,0.38,0.64,Yes,No,Yes,No,No
273,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.88,0.46,0.4,0.7,Yes,Yes,No,No,Yes
274,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.76,0.66,0.56,0.9,0.58,Yes,No,No,Yes,No
275,21.13,-101.67, Guanajuato,175,126.25-250 $ MXN,1,0.8,0.94,0.9,0.66,Yes,Yes,Yes,Yes,No
276,19.53,-99.22, Estado de Mexico,143,63.5-249.5 $ MXN,0.8,0.54,1,0.82,0.34,Yes,No,Yes,Yes,No
277,20.67,-103.33, Jalisco,143.5,96-200 $ MXN,0.74,0.76,0.46,0.5,0.62,Yes,Yes,No,No,No
278,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.58,0.46,0.58,0.7,Yes,No,No,No,Yes
279,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.84,0.66,0.72,0.42,Yes,Yes,No,Yes,No
280,18.72,-99.18, Morelos,188,92.5-259.75 $ MXN,0.9,0.86,0.52,0.48,0.74,Yes,Yes,No,No,Yes
281,32.05,-115.91, Baja California,267,197.5-400 $ MXN,0.7,0.78,0.68,0.72,0.68,Yes,Yes,No,Yes,No
283,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.66,0.4,0.78,0.72,Yes,No,No,Yes,Yes
284,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.9,0.58,0.26,0.52,0.74,Yes,No,No,No,Yes
285,19.41,-99.03, Estado de Mexico,143,63.5-249.5 $ MXN,0.7,0.46,0.56,0.6,0.8,Yes,No,No,No,Yes
286,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.54,0.38,0.66,0.66,Yes,No,No,No,No
287,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.9,0.8,0.66,0.54,Yes,Yes,Yes,No,No
288,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.86,0.88,0.72,0.48,Yes,Yes,Yes,Yes,No
289,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.66,0.56,0.8,0.84,Yes,No,No,Yes,Yes
290,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.74,0.58,0.7,0.64,Yes,Yes,No,Yes,No
291,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.88,0.78,0.86,0.4,Yes,Yes,Yes,Yes,No
292,19.7,-101.12, Michoacan,90,55-150 $ MXN,0.92,0.58,0.82,0.62,0.3,Yes,No,Yes,No,No
293,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.82,0.84,0.72,0.6,Yes,Yes,Yes,Yes,No
294,19.7,-101.12, Michoacan,90,55-150 $ MXN,0.9,0.56,0.8,0.64,0.2,Yes,No,Yes,No,No
295,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.82,0.34,0.24,0.24,0.64,Yes,No,No,No,No
296,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.68,0.62,0.78,0.82,Yes,No,No,Yes,Yes
297,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.48,0.8,0.7,0.44,Yes,No,Yes,Yes,No
298,21.02,-86.93, Quintana Roo,210,146-300 $ MXN,0.82,0.58,0.2,0.58,0.54,Yes,No,No,No,No
300,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,1,0.8,0.48,0.4,0.78,Yes,Yes,No,No,Yes
301,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.76,0.5,0.88,0.9,Yes,Yes,No,Yes,Yes
302,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.84,0.66,0.66,0.58,0.68,Yes,No,No,No,No
303,32.05,-115.91, Baja California,267,197.5-400 $ MXN,0.8,0.54,0.4,0.46,0.64,Yes,No,No,No,No
304,32.05,-115.91, Baja California,267,197.5-400 $ MXN,0.56,0.52,0.54,0.54,0.86,No,No,No,No,Yes
305,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.44,0.46,0.7,0.36,Yes,No,No,Yes,No
306,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.46,0.32,0.28,0.28,0.84,No,No,No,No,Yes
307,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.96,0.72,0.7,0.9,0.46,Yes,Yes,Yes,Yes,No
308,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.76,0.7,0.44,0.9,0.42,Yes,Yes,No,Yes,No
309,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.98,0.5,0.5,0.66,0.4,Yes,No,No,No,No
310,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.44,0.92,0.86,0.82,No,No,Yes,Yes,Yes
311,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.66,0.76,0.6,0.66,Yes,No,Yes,No,No
312,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.66,0.36,0.7,0.52,Yes,No,No,Yes,No
313,19.33,-99.16, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.56,0.4,0.78,0.6,Yes,No,No,Yes,No
314,22.88,-102.62, Zacatecas,103.5,59.25-145 $ MXN,0.84,0.62,0.5,0.64,0.58,Yes,No,No,No,No
315,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.46,0.22,0.5,0.78,Yes,No,No,No,Yes
316,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.62,0.58,0.6,0.78,0.88,No,No,No,Yes,Yes
317,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.68,0.5,0.56,0.56,Yes,No,No,No,No
318,20.72,-103.4, Jalisco,143.5,96-200 $ MXN,0.86,0.8,0.6,0.44,0.52,Yes,Yes,No,No,No
319,19.33,-103.6, Colima,161,125.75-250 $ MXN,0.8,0.78,1,0.7,0.34,Yes,Yes,Yes,Yes,No
320,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.58,0.32,1,0.76,Yes,No,No,Yes,Yes
321,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.84,0.66,0.6,0.8,0.86,Yes,No,No,Yes,Yes
322,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.78,0.7,0.88,0.5,0.3,Yes,Yes,Yes,No,No
324,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.52,0.4,0.7,0.5,Yes,No,No,Yes,No
325,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.62,0.24,0.76,0.74,Yes,No,No,Yes,Yes
326,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.68,0.52,0.7,0.5,Yes,No,No,Yes,No
327,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.68,0.34,0.2,0.3,0.74,No,No,No,No,Yes
328,31.73,-106.48, Chihuahua,215,159-331.5 $ MXN,0.48,0.38,0.22,0.64,0.8,No,No,No,No,Yes
329,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.56,0.5,0.76,0.58,Yes,No,No,Yes,No
330,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.96,0.44,0.72,0.48,Yes,Yes,No,Yes,No
331,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.7,0.72,0.84,0.68,No,Yes,Yes,Yes,No
332,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,1,0.42,0.84,0.66,0.42,Yes,No,Yes,No,No
334,19.2,-96.13, Veracruz,220,139-285 $ MXN,0.86,0.46,0.26,0.44,0.62,Yes,No,No,No,No
335,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.58,0.72,0.86,0.5,Yes,No,Yes,Yes,No
336,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.9,0.82,0.64,0.4,Yes,Yes,Yes,No,No
337,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.82,0.88,0.88,0.62,Yes,Yes,Yes,Yes,No
338,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.82,0.96,0.36,0.26,Yes,Yes,Yes,No,No
339,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.84,0.52,0.78,0.56,Yes,Yes,No,Yes,No
340,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.8,0.8,0.86,0.4,Yes,Yes,Yes,Yes,No
342,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.9,0.58,0.88,0.8,0.42,Yes,No,Yes,Yes,No
343,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.72,0.82,0.8,0.88,0.58,Yes,Yes,Yes,Yes,No
344,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.62,0.64,0.86,0.44,Yes,No,No,Yes,No
345,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.86,0.78,0.76,0.9,Yes,Yes,Yes,Yes,Yes
346,22.88,-102.62, Zacatecas,103.5,59.25-145 $ MXN,0.74,0.8,0.6,0.94,0.7,Yes,Yes,No,Yes,Yes
347,20.6,-89.21, Yucatan,233,129.5-491.25 $ MXN,0.88,0.7,0.48,0.78,0.46,Yes,Yes,No,Yes,No
348,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.58,0.86,0.52,0.94,0.7,No,Yes,No,Yes,Yes
349,20.6,-89.21, Yucatan,233,129.5-491.25 $ MXN,0.88,0.96,0.7,0.8,0.34,Yes,Yes,Yes,Yes,No
350,20.67,-103.33, Jalisco,143.5,96-200 $ MXN,0.6,0.88,0.82,0.66,0.66,No,Yes,Yes,No,No
351,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.8,0.86,0.32,0.32,Yes,Yes,Yes,No,No
352,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.5,0.7,0.8,0.9,Yes,No,Yes,Yes,Yes
353,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.94,0.76,0.56,0.78,0.62,Yes,Yes,No,Yes,No
354,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.72,0.64,0.8,0.36,Yes,Yes,No,Yes,No
355,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.9,0.44,0.56,0.24,Yes,Yes,No,No,No
356,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.8,0.56,0.4,0.72,0.7,Yes,No,No,Yes,Yes
357,27.48,-109.93, Sonora,240,147-488.75 $ MXN,0.74,0.66,0.6,0.76,0.48,Yes,No,No,Yes,No
358,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.9,0.92,0.84,0.36,Yes,Yes,Yes,Yes,No
359,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.86,0.28,0.74,0.66,Yes,Yes,No,Yes,No
360,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.66,0.56,0.9,0.74,Yes,No,No,Yes,Yes
361,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.64,0.68,0.52,0.7,0.6,No,No,No,Yes,No
363,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.96,0.96,0.76,0.44,Yes,Yes,Yes,Yes,No
364,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.82,0.32,0.6,0.46,Yes,Yes,No,No,No
365,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.96,0.8,0.76,0.76,0.64,Yes,Yes,Yes,Yes,No
366,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.98,0.64,0.94,0.9,0.8,Yes,No,Yes,Yes,Yes
367,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.96,0.8,0.8,0.72,0.52,Yes,Yes,Yes,Yes,No
368,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.8,0.22,0.52,0.44,Yes,Yes,No,No,No
369,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.68,0.62,0.74,0.64,Yes,No,No,Yes,No
370,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.72,0.42,0.78,0.74,Yes,Yes,No,Yes,Yes
371,21.17,-86.85, Quintana Roo,210,146-300 $ MXN,0.9,0.52,0.68,0.76,0.62,Yes,No,No,Yes,No
372,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.88,0.8,0.74,0.84,0.4,Yes,Yes,Yes,Yes,No
373,19.38,-98.02, Tlaxcala,124,65-170 $ MXN,0.74,0.48,0.38,0.66,0.74,Yes,No,No,No,Yes
374,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.82,0.86,0.52,0.9,0.74,Yes,Yes,No,Yes,Yes
375,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.72,0.56,0.52,0.76,0.82,Yes,No,No,Yes,Yes
376,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.72,0.54,0.54,0.86,0.56,Yes,No,No,Yes,No
377,25.77,-100.2, Nuevo Leon,284,150-323 $ MXN,0.84,0.72,0.56,0.8,0.46,Yes,Yes,No,Yes,No
378,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.54,0.5,0.62,0.46,Yes,No,No,No,No
379,25.67,-100.32, Nuevo Leon,284,150-323 $ MXN,0.88,0.64,0.6,0.74,0.52,Yes,No,No,Yes,No
380,19.38,-98.02, Tlaxcala,124,65-170 $ MXN,0.68,0.62,0.4,0.62,0.76,No,No,No,No,Yes
381,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.82,0.48,0.56,0.72,Yes,Yes,No,No,Yes
382,16.75,-93.12, Chiapas,97.5,67.5-223.5 $ MXN,0.9,0.8,0.44,0.78,0.48,Yes,Yes,No,Yes,No
383,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.94,0.52,0.72,0.86,0.62,Yes,No,Yes,Yes,No
384,31.73,-106.48, Chihuahua,215,159-331.5 $ MXN,0.74,0.5,0.58,0.36,0.7,Yes,No,No,No,Yes
385,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.66,0.58,0.32,0.7,0.84,No,No,No,Yes,Yes
386,21.5,-104.9, Nayarit,152,98-260 $ MXN,0.94,0.44,0.76,0.54,0.62,Yes,No,Yes,No,No
387,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,1,0.78,0.58,0.88,0.2,Yes,Yes,No,Yes,No
388,19.2,-96.13, Veracruz,220,139-285 $ MXN,1,0.96,0.38,0.42,0.38,Yes,Yes,No,No,No
390,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.72,0.92,0.9,0.5,Yes,Yes,Yes,Yes,No
391,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.86,0.58,0.46,0.78,0.68,Yes,No,No,Yes,No
392,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.86,0.6,0.46,0.84,0.6,Yes,No,No,Yes,No
393,20.17,-98.85, Hidalgo,148,90-200 $ MXN,0.96,0.74,0.94,0.58,0.38,Yes,Yes,Yes,No,No
394,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.62,0.66,0.58,0.4,0.78,No,No,No,No,Yes
395,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.68,0.94,0.88,0.84,0.8,No,Yes,Yes,Yes,Yes
396,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.5,0.58,0.7,0.3,Yes,No,No,Yes,No
397,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.7,0.56,0.32,0.62,0.32,Yes,No,No,No,No
398,32.53,-117.02, Baja California,267,197.5-400 $ MXN,0.54,0.38,0.58,0.84,0.62,No,No,No,Yes,No
399,25.67,-100.4, Nuevo Leon,284,150-323 $ MXN,0.78,0.6,0.66,0.72,0.56,Yes,No,No,Yes,No
400,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.62,0.9,0.94,0.52,Yes,No,Yes,Yes,No
401,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.56,0.56,0.58,0.52,Yes,No,No,No,No
402,31.73,-106.48, Chihuahua,215,159-331.5 $ MXN,0.9,0.52,0.42,0.86,0.66,Yes,No,No,Yes,No
403,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.64,0.24,0.56,0.62,Yes,No,No,No,No
404,19.68,-100.57, Michoacan,90,55-150 $ MXN,0.76,0.74,0.62,0.48,0.42,Yes,Yes,No,No,No
405,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.48,0.36,0.76,0.62,Yes,No,No,Yes,No
407,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.54,0.26,0.64,0.54,Yes,No,No,No,No
408,19.68,-100.57, Michoacan,90,55-150 $ MXN,0.56,0.42,0.48,0.84,0.78,No,No,No,Yes,Yes
409,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.84,0.48,0.5,0.86,0.62,Yes,No,No,Yes,No
410,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.94,0.66,0.84,0.94,0.72,Yes,No,Yes,Yes,Yes
411,28.42,-106.87, Chihuahua,215,159-331.5 $ MXN,0.96,0.4,0.52,0.68,0.46,Yes,No,No,No,No
412,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.9,0.58,0.7,0.84,0.48,Yes,No,Yes,Yes,No
413,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.86,0.44,0.54,0.82,0.64,Yes,No,No,Yes,No
414,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.7,0.46,0.8,0.6,Yes,Yes,No,Yes,No
415,19.43,-99.14, Ciudad de Mexico,150,92.5-215 $ MXN,0.78,0.74,0.34,0.9,0.64,Yes,Yes,No,Yes,No
416,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.76,0.48,0.62,0.72,0.52,Yes,No,No,Yes,No
417,19.2,-96.13, Veracruz,220,139-285 $ MXN,0.5,0.56,0.24,0.64,0.72,No,No,No,No,Yes
418,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,1,0.9,0.8,0.92,0.42,Yes,Yes,Yes,Yes,No
419,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.74,0.4,0.46,0.62,0.88,Yes,No,No,No,Yes
420,19.43,-99.13, Ciudad de Mexico,150,92.5-215 $ MXN,0.92,0.74,0.62,0.54,0.94,Yes,Yes,No,No,Yes
